Authors,Title,DOI,Link,Abstract,Author Keywords,Index Keywords
"Cerutti J., Abi-Zeid I., Lamontagne L., Lavoie R., Rodriguez M.J.","A case-based reasoning system to recommend solutions for source water protection: knowledge acquisition and modelling","10.1080/14778238.2022.2075808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130501442&doi=10.1080%2f14778238.2022.2075808&partnerID=40&md5=80fab13c36eb09a99eb279a441dab134","“How can drinking water sources be protected, and how can one learn from others who have faced similar problems?” These questions are becoming increasingly relevant in a context where anthropogenic activities threaten natural resources. We describe in this paper a knowledge acquisition and modelling process to support complex decision-making related to source water protection. We conducted online surveys, interviews and applied thematic analysis to gather and structure knowledge from documented and undocumented sources. Our process resulted in structured descriptions of cases that consist of past problems and their implemented solutions. Case design was based on know-how and knowledge needs expressed by water stakeholders. The case base forms the backbone of a knowledge-based recommender system prototype that implements case-based reasoning. It is meant to guide decision-makers in developing solutions based on past experiences. It is a successful application of knowledge management and sharing of lessons learned for decision-making in practice. © 2022 The Operational Research Society.","case-based reasoning; decision making; Knowledge acquisition and modelling; knowledge and experience sharing; source water protection",
"Chaibi M., Benghoulam E.M., Tarik L., Berrada M., El Hmaidi A.","Machine Learning Models Based on Random Forest Feature Selection and Bayesian Optimization for Predicting Daily Global Solar Radiation","10.14710/IJRED.2022.41451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123176455&doi=10.14710%2fIJRED.2022.41451&partnerID=40&md5=f02e1446ccfaad5a99a6fb5f18a2de0d","Prediction of daily global solar radiation (H) with simple and highly accurate models would be beneficial for solar energy conversion systems. In this paper, we proposed a hybrid machine learning methodology integrating two feature selection methods and a Bayesian optimization algorithm to predict H in the city of Fez, Morocco. First, we identified the most significant predictors using two Random Forest methods of feature importance: Mean Decrease in Impurity (MDI) and Mean Decrease in Accuracy (MDA). Then, based on the feature selection results, ten models were developed and compared: (1) five standalone machine learning (ML) models including Classification and Regression Trees (CART), Random Forests (RF), Bagged Trees Regression (BTR), Support Vector Regression (SVR), and Multi-Layer Perceptron (MLP); and (2) the same models tuned by the Bayesian optimization (BO) algorithm: CART-BO, RF-BO, BTR-BO, SVR-BO, and MLP-BO. Both MDI and MDA techniques revealed that extraterrestrial solar radiation and sunshine duration fraction were the most influential features. The BO approach improved the predictive accuracy of MLP, CART, SVR, and BTR models and prevented the CART model from overfitting. The best improvements were obtained using the MLP model, where RMSE and MAE were reduced by 17.6% and 17.2%, respectively. Among the studied models, the SVR-BO algorithm provided the best trade-off between prediction accuracy (RMSE=0.4473kWh/m²/day, MAE=0.3381kWh/m²/day, and R²=0.9465), stability (with a 0.0033kWh/m²/day increase in RMSE), and computational cost. © 2022. The Authors.","Bayesian optimization; Feature selection; Mean Decrease in Accuracy; Mean Decrease in Impurity; Solar radiation","Decision trees; Economic and social effects; Feature Selection; Forecasting; Forestry; Regression analysis; Solar energy; Solar energy conversion; Bayesian optimization; Bayesian optimization algorithms; Classification trees; Features selection; Mean decrease in accuracy; Mean decrease in impurity; Multilayers perceptrons; Random forests; Regression trees; Support vector regressions; Solar radiation"
"Chaibi M., Benghoulam E.L.M., Tarik L., Berrada M., El Hmaidi A.","An interpretable machine learning model for daily global solar radiation prediction","10.3390/en14217367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118676471&doi=10.3390%2fen14217367&partnerID=40&md5=451aa52a62cf8ecd9c13f1ecbc80d84d","Machine learning (ML) models are commonly used in solar modeling due to their high predictive accuracy. However, the predictions of these models are difficult to explain and trust. This paper aims to demonstrate the utility of two interpretation techniques to explain and improve the predictions of ML models. We compared first the predictive performance of Light Gradient Boosting (LightGBM) with three benchmark models, including multilayer perceptron (MLP), multiple linear regression (MLR), and support-vector regression (SVR), for estimating the global solar radiation (H) in the city of Fez, Morocco. Then, the predictions of the most accurate model were explained by two model-agnostic explanation techniques: permutation feature importance (PFI) and Shapley additive explanations (SHAP). The results indicated that LightGBM (R2 = 0.9377, RMSE = 0.4827 kWh/m2, MAE = 0.3614 kWh/m2) provides similar predictive accuracy as SVR, and outperformed MLP and MLR in the testing stage. Both PFI and SHAP methods showed that extraterrestrial solar radiation (H0) and sunshine duration fraction (SF) are the two most important parameters that affect H estimation. Moreover, the SHAP method established how each feature influences the LightGBM estimations. The predictive accuracy of the LightGBM model was further improved slightly after re-examination of features, where the model combining H0, SF, and RH was better than the model with all features. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Light gradient boosting; Multilayer perceptron; Permutation feature importance; Shapley additive explanations; Solar radiation; Support-vector regression","Adaptive boosting; Additives; Benchmarking; Forecasting; Machine learning; Multilayer neural networks; Multilayers; Solar radiation; Gradient boosting; Light gradient boosting; Light gradients; Machine learning models; Multilayers perceptrons; Permutation feature importance; Predictive accuracy; Shapley; Shapley additive explanation; Support vector regressions; Linear regression"
"Chakraborty D., Başağaoğlu H., Alian S., Mirchi A., Moriasi D.N., Starks P.J., Verser J.A.","Multiscale extrapolative learning algorithm for predictive soil moisture modeling & applications","10.1016/j.eswa.2022.119056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141268640&doi=10.1016%2fj.eswa.2022.119056&partnerID=40&md5=2f1eb9dd79c904c3e067ae34c83db9f7","We present Multiscale Extrapolative Learning Algorithm (MELA) as a novel artificial-intelligence (AI)-based data extrapolator. MELA is capable of extending temporally limited local hydroclimatic measurements at fine spatial resolution to longer periods, using remotely-sensed hydroclimatic data readily available for longer periods but at coarse spatial resolution. We demonstrate the implementation of MELA to extrapolate the monthly local soil moisture measurements at multiple depths from 2015–2021 to 1958–2021 in a semi-arid region. Such data extrapolators are imperative to generate longer historical data needed to adequately train and test AI models while enhancing the chance of capturing the effects of extreme climates on spatially variable soil moisture. The MELA-extrapolated local soil moisture subsequently allowed the construction of monthly time-series of field-scale soil moisture distributions with a normalized accuracy of 72% and prediction of countywide annual winter wheat yields – using MELA-extrapolated soil moisture data and eXplainable AI (XAI) – with a normalized accuracy of 81%. Furthermore, the XAI model ranked the predictors based on their importance in estimating winter wheat yields, in which the soil moisture near the surface and in the root zone and precipitation totals were found to be more influential than temperature on crop yields in the semi-arid region. The XAI model also unveiled the inflection points of the predictors beyond which crop yields would increase or decrease. Moreover, the AI-based analyses in conjunction with climate projections from global climate models suggest potential reductions in rainfed crop yields in the study area by 2050 and 2100 in the absence of climate-resilient mitigation and adaptation plans. © 2022 The Author(s)","Artificial Intelligence; Climate change impacts; Crop yield analysis; Data generator; Soil moisture analysis","Arid regions; Artificial intelligence; Climate change; Climate models; Crops; Extrapolation; Image resolution; Soil moisture; Climate change impact; Crop yield; Crop yield analyse; Data generator; Hydroclimatic; Semi-arid region; Soil moisture analysis; Spatial resolution; Winter wheat yields; Yield analysis; Learning algorithms"
"Chakraborty D., Başağaoğlu H., Winterle J.","Interpretable vs. noninterpretable machine learning models for data-driven hydro-climatological process modeling","10.1016/j.eswa.2020.114498","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099180953&doi=10.1016%2fj.eswa.2020.114498&partnerID=40&md5=26f22bd4e86d93b52b9b4e662c2e51d9","Due to their enhanced predictive capabilities, noninterpretable machine learning (ML) models (e.g. deep learning) have recently gained a growing interest in analyzing and modeling earth &amp; planetary science data. However, noninterpretable ML models are often treated as “black boxes” by end-users, which could limit their applicability in critical decision making processes. In this paper, we compared the predictive capabilities of three interpretable ML models with three noninterpretable ML models to answer the overarching question: Is it essential to use noninterpretable ML models for enhanced model predictions from hydro-climatological datasets? The ML model development and comparative analysis were performed using measured climate data and synthetic reference crop evapotranspiration (ETo) data, with varying levels of missing values, from five weather stations across the karstic Edwards aquifer region in semi-arid south-central Texas. Our analysis revealed that interpretable tree-based ensemble models produce comparable results to noninterpretable deep learning models on structured hydro-climatological datasets. We showed that the tree-based ensemble model is also capable of imputing varying levels of missing climate data at the weather stations, employing the newly developed sequential transfer-learning technique. We applied an explainable machine learning (eXML) framework to quantify the global order of importance of hydro-climatic (predictor) variables on ETo, while highlighting the local dependencies and interactions amongst the predictors and ETo. The eXML framework also revealed the inflection points of the climate variables at which the transition from low to high daily ETo rates occur. The ancillary explainability of ML models are expected to increase users’ confidence and support any future decision-making process in water resource management. © 2020 Elsevier Ltd","Boosting; Deep learning; Hydroclimate; Model explainability; Reference crop evapotranspiration; Transfer learning","Aquifers; Climate models; Concrete pavements; Decision making; Deep learning; Transfer learning; Trees (mathematics); Water management; Weather information services; Climatological datasets; Comparative analysis; Decision making process; Machine learning models; Predictive capabilities; Reference crop evapotranspirations; Tree-based ensembles; Waterresource management; Learning systems"
"Chanal P.M., Kakkasageri M.S., Manvi S.K.S.","Security and privacy in the internet of things: Computational intelligent techniques-based approaches","10.1016/B978-0-12-822844-9.00009-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127658245&doi=10.1016%2fB978-0-12-822844-9.00009-8&partnerID=40&md5=c584ca72db511c4b0ec4ef5d54195384","The Internet of Things (IoT) is a network of universally interconnected devices via the Internet. The IoT requires the interconnection between billions or trillions of intelligent objects. IoT devices (nodes) are capable of capturing, preserving, analyzing, and sharing data about themselves and their physical world. Security and privacy are the major challenges in the implementation of IoT technology. Major privacy aspects in the IoT are stealing data, monitoring, and tracking, etc. Authentication, integrity, and confidentiality are major concerns for privacy and security preservation in the IoT. Computational intelligence (CI) focuses on the design and development of intelligent algorithms to solve real-time problems with minimum cost. The main goal of CI is to supplement natural and artificial intelligence to produce human-required competitive results. Computational intelligent mechanisms for providing privacy and security in the IoT include quantum cryptography, artificial intelligence, neural networks, natural computational techniques, bio-inspired computational techniques, fuzzy logic techniques, genetic algorithms, intelligent multiagents, etc. © 2021 Elsevier Inc. All rights reserved.","Authentication; Availability; Computational intelligence; Confidentiality; Integrity; Internet of things; Privacy; Security",
"Chandrasekaran S., Danos N., George U.Z., Han J.-P., Quon G., Müller R., Tsang Y., Wolgemuth C.","The Axes of Life: A Roadmap for Understanding Dynamic Multiscale Systems","10.1093/icb/icab114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115061399&doi=10.1093%2ficb%2ficab114&partnerID=40&md5=9d47e42ec9deaac9164fe1b47dfdca71","The biological challenges facing humanity are complex, multi-factorial, and are intimately tied to the future of our health, welfare, and stewardship of the Earth. Tackling problems in diverse areas, such as agriculture, ecology, and health care require linking vast datasets that encompass numerous components and spatiooral scales. Here, we provide a new framework and a road map for using experiments and computation to understand dynamic biological systems that span multiple scales. We discuss theories that can help understand complex biological systems and highlight the limitations of existing methodologies and recommend data generation practices. The advent of new technologies such as big data analytics and artificial intelligence can help bridge different scales and data types. We recommend ways to make such models transparent, compatible with existing theories of biological function, and to make biological data sets readable by advanced machine learning algorithms. Overall, the barriers for tackling pressing biological challenges are not only technological, but also sociological. Hence, we also provide recommendations for promoting interdisciplinary interactions between scientists. © The Author(s) 2021. Published by Oxford University Press on behalf of the Society for Integrative and Comparative Biology. All rights reserved.",,"agriculture; algorithm; animal; artificial intelligence; machine learning; technology; Agriculture; Algorithms; Animals; Artificial Intelligence; Machine Learning; Technology"
"Chang Z., Liu S., Xiong X., Cai Z., Tu G.","A Survey of Recent Advances in Edge-Computing-Powered Artificial Intelligence of Things","10.1109/JIOT.2021.3088875","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112178155&doi=10.1109%2fJIOT.2021.3088875&partnerID=40&md5=d1ee0fe72a9181c7db40afb804d749bc","The Internet of Things (IoT) has created a ubiquitously connected world powered by a multitude of wired and wireless sensors generating a variety of heterogeneous data over time in a myriad of fields and applications. To extract complete information from these data, advanced artificial intelligence (AI) technology, especially deep learning (DL), has proved successful in facilitating data analytics, future prediction and decision making. The collective integration of AI and the IoT has greatly promoted the rapid development of AI-of-Things (AIoT) systems that analyze and respond to external stimuli more intelligently without involvement by humans. However, it is challenging or infeasible to process massive amounts of data in the cloud due to the destructive impact of the volume, velocity, and veracity of data and fatal transmission latency on networking infrastructures. These critical challenges can be adequately addressed by introducing edge computing. This article conducts an extensive survey of an end-edge-cloud orchestrated architecture for flexible AIoT systems. Specifically, it begins with articulating fundamental concepts including the IoT, AI and edge computing. Guided by these concepts, it explores the general AIoT architecture, presents a practical AIoT example to illustrate how AI can be applied in real-world applications and summarizes promising AIoT applications. Then, the emerging technologies for AI models regarding inference and training at the edge of the network are reviewed. Finally, the open challenges and future directions in this promising area are outlined. © 2014 IEEE.","Artificial intelligence (AI); deep learning (DL); edge computing; Internet of Things (IoT); machine learning (ML)","Data Analytics; Decision making; Deep learning; Edge computing; Network architecture; Surveys; Artificial intelligence technologies; Complete information; Critical challenges; Emerging technologies; Fundamental concepts; Heterogeneous data; Internet of thing (IOT); Networking infrastructure; Internet of things"
"Charles V., Emrouznejad A., Gherman T.","A critical analysis of the integration of blockchain and artificial intelligence for supply chain","10.1007/s10479-023-05169-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146886493&doi=10.1007%2fs10479-023-05169-w&partnerID=40&md5=98c584de7272bf50e0f526cec52aa117","The integration between blockchain and artificial intelligence (AI) has gained a lot of attention in recent years, especially since such integration can improve security, efficiency, and productivity of applications in business environments characterised by volatility, uncertainty, complexity, and ambiguity. In particular, supply chain is one of the areas that have been shown to benefit tremendously from blockchain and AI, by enhancing information and process resilience, enabling faster and more cost-efficient delivery of products, and augmenting products’ traceability, among others. This paper performs a state-of-the-art review of blockchain and AI in the field of supply chains. More specifically, we sought to answer the following three principal questions: Q1—What are the current studies on the integration of blockchain and AI in supply chain?, Q2—What are the current blockchain and AI use cases in supply chain?, and Q3—What are the potential research directions for future studies involving the integration of blockchain and AI? The analysis performed in this paper has identified relevant research studies that have contributed both conceptually and empirically to the expansion and accumulation of intellectual wealth in the supply chain discipline through the integration of blockchain and AI. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Artificial intelligence; Bibliometric review; Blockchain; Supply chain; Systematic literature review; Thematic analysis",
"Chaterji S., Delay N., Evans J., Mosier N., Engel B., Buckmaster D., Ladisch M.R., Chandra R.","Lattice: A Vision for Machine Learning, Data Engineering, and Policy Considerations for Digital Agriculture at Scale","10.1109/OJCS.2021.3085846","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119298869&doi=10.1109%2fOJCS.2021.3085846&partnerID=40&md5=0cfb037594e7221942a5b47a97361a72","Digital agriculture, with the incorporation of Internet-of-Things (IoT)-based technologies, presents the ability to control a system at multiple levels (individual, local, regional, and global) and generates tools that allow for improved decision making and higher productivity. Recent advances in IoT hardware, e.g., networks of heterogeneous embedded devices, and software, e.g., lightweight computer vision algorithms and cloud optimization solutions, make it possible to efficiently process data from diverse sources in a connected (smart) farm. By interconnecting these IoT devices, often across large geographical distances, it is possible to collect data at different time scales, including in near real-time (i.e., with delays of only a few tens of seconds). This data can then be used for actionable insights, e.g., precise applications of soil supplements and reduced environmental footprint. Through LATTICE, we present an integrated vision for IoT solutions, data processing, and actionable analytics for digital agriculture. We couple this with discussion of economics and policy considerations that will underlie adoption of such IoT and ML technologies. Our paper starts off with the types of datasets in typical field operations, followed by the lifecycle for the data and storage, cloud and edge analytics, and fast information-retrieval solutions. We discuss what algorithms are proving to be most impactful in this space, e.g., approximate data analytics and on-device/in-network processing. We conclude by discussing analytics for alternative agriculture for generation of biofuels and policy challenges in the implementation of digital agriculture in the wild. © 2020 IEEE.","cloud computing; data analysis; Data integration; internet of things; Sensor systems","Agriculture; Cloud analytics; Data Analytics; Data integration; Decision making; Digital storage; E-learning; Engineering education; Life cycle; Machine learning; Cloud-computing; Data engineering; Decisions makings; Digital agriculture; Embedded device; High productivity; Learning data; Machine-learning; Multiple levels; Sensor systems; Internet of things"
"Chaurasiya H.","Cognitive Hexagon-Controlled Intelligent Speech Interaction System","10.1109/TCDS.2022.3168807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128628110&doi=10.1109%2fTCDS.2022.3168807&partnerID=40&md5=bb25ecc6cfbe693af05b50755b7ecb2d","Several intelligent speech interaction (ISI) systems have emerged over the past four decades that have served the human community. The research papers show that these systems are very well connected to the cognitive hexagon and the six hybrid approaches. Where this hexagon reveals six distinct cognitive areas, one of the six hybrid perspectives gives rise to the dimensions of speech quality. This survey has been undertaken to reveal the dimensions of speech quality and to discuss the role of cognitive hexagonal regions on these dimensions with hybrid approaches. Here, ISI systems support this discussion and follow them as cognitive machines. An overview of the state of the art related to ISI systems is also described here. Techniques, such as processing [natural language (NL)], speech synthesis [speech-to-text (STT) or text-to-speech (TTS)], computing (voice/mobile), and audio mining are presented in this overview. These are contributing well with technologies, such as the Internet of Things (IoT), Voice over Internet Protocol (VoIP), and cloud-based systems (CBSs). In addition, stochastic components, such as reliability, availability, and failure rate were discussed to analyze whether the Quality of Service (QoS) of these ISI systems is described. Additionally, after the discussion, some aspects of the applications are also discussed along with the essential advantages and significant drawbacks. © 2016 IEEE.","Cognitive; hexagon; hybrid; intelligent speech interaction (ISI); system","Cognitive systems; Failure analysis; Philosophical aspects; Speech synthesis; Stochastic systems; Cloud-computing; Cognition; Cognitive; Hexagon; Hybrid; Intelligent speech interaction; Philosophical consideration; Psychology; Quality-of-service; Speech interaction; System.; Quality of service"
"Chen H., Yang C., Zhang X., Liu Z., Sun M., Jin J.","From symbols to embeddings: A tale of two representations in computational social science","10.23919/JSC.2021.0011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121021546&doi=10.23919%2fJSC.2021.0011&partnerID=40&md5=c83493b6c2f8f83987132c4b81abaedd","Computational Social Science (CSS), aiming at utilizing computational methods to address social science problems, is a recent emerging and fast-developing field. The study of CSS is data-driven and significantly benefits from the availability of online user-generated contents and social networks, which contain rich text and network data for investigation. However, these large-scale and multi-modal data also present researchers with a great challenge: how to represent data effectively to mine the meanings we want in CSS? To explore the answer, we give a thorough review of data representations in CSS for both text and network. Specifically, we summarize existing representations into two schemes, namely symbol-based and embedding-based representations, and introduce a series of typical methods for each scheme. Afterwards, we present the applications of the above representations based on the investigation of more than 400 research articles from 6 top venues involved with CSS. From the statistics of these applications, we unearth the strength of each kind of representations and discover the tendency that embedding-based representations are emerging and obtaining increasing attention over the last decade. Finally, we discuss several key challenges and open issues for future directions. This survey aims to provide a deeper understanding and more advisable applications of data representations for CSS researchers. © The author(s) 2021.","Computational Social Science (CSS); Embedding-based representation; Social network; Symbol-based representation","Behavioral research; Modal analysis; Social networking (online); Computational social science; Data driven; Data representations; Embedding-based representation; Embeddings; Online users; Social network; Symbol-based representation; User-generated; Embeddings"
"Chen J., Li X., Wang K., Zhang S., Li J., Sun M.","Assessment of intertidal seaweed biomass based on RGB imagery","10.1371/journal.pone.0263416","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125307220&doi=10.1371%2fjournal.pone.0263416&partnerID=40&md5=76e4b3381af557e126f5cb2243db87c7","The Above Ground Biomass (AGB) of seaweeds is the most fundamental ecological parameter as the material and energy basis of intertidal ecosystems. Therefore, there is a need to develop an efficient survey method that has less impact on the environment. With the advent of technology and the availability of popular filming devices such as smartphones and cameras, intertidal seaweed wet biomass can be surveyed by remote sensing using popular RGB imaging sensors. In this paper, 143 in situ sites of seaweed in the intertidal zone of GouQi Island, ShengSi County, Zhejiang Province, were sampled and biomass inversions were performed. The hyperspectral data of seaweed at different growth stages were analyzed, and it was found that the variation range was small (visible light range &lt; 0.1). Through Principal Component Analysis (PCA), Most of the variance is explained in the first principal component, and the load allocated to the three kinds of seaweed is more than 90%. Through Pearson correlation analysis, 24 parameters of spectral features, 9 parameters of texture features (27 in total for the three RGB bands) and parameters of combined spectral and texture features of the images were selected for screening, and regression prediction was performed using two methods: Random Forest (RF), and Gradient Boosted Decision Tree (GBDT), combined with Pearson correlation coefficients. Compared with the other two models, GBDT has better fitting accuracy in the inversion of seaweed biomass, and the highest R2 was obtained when the top 17, 17 and 11 parameters with strong correlation were selected for the regression prediction by Pearson’s correlation coefficient for Ulva australis, Sargassum thunbergii, and Sargassum fusiforme, and the R2 for Ulva australis was 0.784, RMSE 156.129, MAE 50.691 and MAPE 28.201, the R2 for Sargassum thunbergii was 0.854, RMSE 790.487, MAE 327.108 and MAPE 19.039, and the R2 for Sargassum fusiforme was 0.808, RMSE 445.067 and MAPE 28.822. MAE was 180.172 and MAPE was 28.822. The study combines in situ survey with machine learning methods, which has the advantages of being popular, efficient and environmentally friendly, and can provide technical support for intertidal seaweed surveys. Copyright: © 2022 Chen et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,"article; biomass; correlation analysis; correlation coefficient; decision tree; growth curve; human; human experiment; imagery; intertidal zone; light; machine learning; nonhuman; prediction; principal component analysis; random forest; Sargassum fusiforme; Sargassum thunbergii; seaweed; ecosystem; growth, development and aging; remote sensing; seaweed; tsunami; Biomass; Ecosystem; Humans; Machine Learning; Principal Component Analysis; Remote Sensing Technology; Seaweed; Tidal Waves"
"Chen N., Yu Y., Chen J., Chen L., Zhang D.","Artificial neural network models for water quality early warning: A review [人工神经网络模型在水质预警中的应用研究进展]","10.13671/j.hjkxxb.2021.0343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121107485&doi=10.13671%2fj.hjkxxb.2021.0343&partnerID=40&md5=dff0be103cbff2f6a07052de459eef1e","Water quality early warning models are a key component of intelligent environmental decision-making and management systems in the era of big data. In recent years, the increasing demand for early warning of water quality deterioration has stimulated researchers to develop new modeling approaches and improve prediction reliability, and artificial neural network (ANN) models are developing rapidly. In this paper we review the development history of three group ANN model and model structure characteristics. The research progress of ANN models for the purpose of soft measurement, data quality control and time series prediction of water quality are summarized. We summarized the general modeling procedure, technical recommendations, and performance indexes that are commonly used. We found that the application of ANN models has been limited by the poor quality of measured data, weak interpretability of model outputs and the substantial requirements in terms of hardware and computing resources. We emphasize that future efforts should be made to develop and apply early warning models in the field of water quality prediction. There is an urgent need to promote the coordinated development of innovative technologies for environmental monitoring and early warning, through constant validation and upgrading of models after their application in a variety of situations. The long-term goal is to form an online water quality monitoring system, incorporating intelligent early warning and emergency management, driven by big data, to support environmental governance. © 2021, Science Press. All right reserved.","Artificial intelligence; Artificial neural network; Big data; Water quality early warning","artificial neural network; data quality; early warning system; environmental monitoring; hardware; innovation; quality control; water quality"
"Chen Q., Wang Y., Wu Y., Li C., Li L., Yang X., Chen S., Zhao Y., Cen J., Yang S., Wang D.","Investigation of fermentation-induced changes in the volatile compounds of Trachinotus ovatus (meixiangyu) based on molecular sensory and interpretable machine-learning techniques: Comparison of different fermentation stages","10.1016/j.foodres.2021.110739","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117920233&doi=10.1016%2fj.foodres.2021.110739&partnerID=40&md5=2b509ae47aa2cba2834d0edc85ac4944","Fermented golden pomfret (Trachinotus ovatus) is appreciated by local consumers owing to its distinct flavor. Electronic nose (E-nose) and gas chromatography-ion mobility spectrometry (GC-IMS) technologies were used to analyze the changes in volatile compounds responsible for evolution of the golden pomfret odor profile during fermentation. Forty-five ion peaks were detected using GC-IMS. Although aldehydes represented the major initial volatile compound group, their levels decreased as fermentation proceeded. Between 3 and 15 days, increased levels of esters contributed to a stable volatile organic compounds profile. After 18 days, high levels of indole and pyrazines were detected. Eleven key volatile compounds were screened based on partial least squares discriminant analysis (PLS-DA). Back propagation artificial neural network (BP-ANN) predicted the fermentation stage enabling the development of better strategies to regulate golden pomfret fermentation. This study provided a theoretical basis for real-time monitoring and quality control of Chinese fermented golden pomfet. © 2021 Elsevier Ltd","Back propagation artificial neural network; Electronic nose; Fermented Trachinotus ovatus; Gas chromatography-ion mobility spectrometry; Quality control; Volatile organic compounds","Backpropagation; Discriminant analysis; Electronic nose; Fermentation; Gas chromatography; Ion chromatography; Ion mobility spectrometers; Ions; Least squares approximations; Neural networks; Quality control; Spectrometry; A-stable; Back Propagation; Back propagation artificial neural network; Fermented trachinotu ovatu; Gas chromatography-ion mobility spectrometry; Ion mobility spectrometry; Ion peaks; Machine learning techniques; Odor profiles; Volatile compounds; Volatile organic compounds; fragrance; volatile organic compound; fermentation; machine learning; mass fragmentography; Fermentation; Gas Chromatography-Mass Spectrometry; Machine Learning; Odorants; Volatile Organic Compounds"
"Chen R., Qi H., Liang Y., Yang M.","Identification of plant leaf diseases by deep learning based on channel attention and channel pruning","10.3389/fpls.2022.1023515","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142640940&doi=10.3389%2ffpls.2022.1023515&partnerID=40&md5=54df98bf93d8ddd0e42ca4ade3202fce","Plant diseases cause significant economic losses and food security in agriculture each year, with the critical path to reducing losses being accurate identification and timely diagnosis of plant diseases. Currently, deep neural networks have been extensively applied in plant disease identification, but such approaches still suffer from low identification accuracy and numerous parameters. Hence, this paper proposes a model combining channel attention and channel pruning called CACPNET, suitable for disease identification of common species. The channel attention mechanism adopts a local cross-channel strategy without dimensionality reduction, which is inserted into a ResNet-18-based model that combines global average pooling with global max pooling to effectively improve the features’ extracting ability of plant leaf diseases. Based on the model’s optimum feature extraction condition, unimportant channels are removed to reduce the model’s parameters and complexity via the L1-norm channel weight and local compression ratio. The accuracy of CACPNET on the public dataset PlantVillage reaches 99.7% and achieves 97.7% on the local peanut leaf disease dataset. Compared with the base ResNet-18 model, the floating point operations (FLOPs) decreased by 30.35%, the parameters by 57.97%, the model size by 57.85%, and the GPU RAM requirements by 8.3%. Additionally, CACPNET outperforms current models considering inference time and throughput, reaching 22.8 ms/frame and 75.5 frames/s, respectively. The results outline that CACPNET is appealing for deployment on edge devices to improve the efficiency of precision agriculture in plant disease detection. Copyright © 2022 Chen, Qi, Liang and Yang.","CACPNET; channel attention; channel pruning; convolutional neural network; deep learning; plant leaf disease",
"Chen S., Zhang Z., Lin J., Huang J.","Machine learning-based estimation of riverine nutrient concentrations and associated uncertainties caused by sampling frequencies","10.1371/journal.pone.0271458","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134267117&doi=10.1371%2fjournal.pone.0271458&partnerID=40&md5=7f3d1435df708b7347692772ee027070","Accurate and sufficient water quality data is essential for watershed management and sustainability. Machine learning models have shown great potentials for estimating water quality with the development of online sensors. However, accurate estimation is challenging because of uncertainties related to models used and data input. In this study, random forest (RF), support vector machine (SVM), and back-propagation neural network (BPNN) models are developed with three sampling frequency datasets (i.e., 4-hourly, daily, and weekly) and five conventional indicators (i.e., water temperature (WT), hydrogen ion concentration (pH), electrical conductivity (EC), dissolved oxygen (DO), and turbidity (TUR)) as surrogates to individually estimate riverine total phosphorus (TP), total nitrogen (TN), and ammonia nitrogen (NH4+-N) in a small-scale coastal watershed. The results show that the RF model outperforms the SVM and BPNN machine learning models in terms of estimative performance, which explains much of the variation in TP (79 ± 1.3%), TN (84 ± 0.9%), and NH4+-N (75 ± 1.3%), when using the 4-hourly sampling frequency dataset. The higher sampling frequency would help the RF obtain a significantly better performance for the three nutrient estimation measures (4-hourly &gt; daily &gt; weekly) for R2 and NSE values. WT, EC, and TUR were the three key input indicators for nutrient estimations in RF. Our study highlights the importance of high-frequency data as input to machine learning model development. The RF model is shown to be viable for riverine nutrient estimation in small-scale watersheds of important local water security. © 2022 Chen et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,"ammonia; dissolved oxygen; nitrogen; phosphorus; proton; nitrogen; phosphorus; Article; back propagation neural network; controlled study; electric conductivity; frequency; machine learning; nutrient concentration; random forest; river; sampling; seashore; support vector machine; turbidity; uncertainty; water quality; water temperature; watershed; environmental monitoring; machine learning; procedures; Environmental Monitoring; Machine Learning; Nitrogen; Nutrients; Phosphorus; Rivers"
