,Nutrient nitrogen N (total) - tonnes,Nutrient phosphate P2O5 (total) - tonnes,Nutrient potash K2O (total) - tonnes,Item,Yield(tonnes/ha),Fung & Bact – Benzimidazoles,"Fung & Bact – Diazines, morpholines",Fung & Bact – Dithiocarbamates,Fung & Bact – Inorganics,Fung & Bact – Other,"Fung & Bact – Triazoles, diazoles",Herbicides – Amides,Herbicides – Carbamates,Herbicides – Dinitroanilines,Herbicides – Other,Herbicides – Phenoxy hormone products,Herbicides – Triazines,Herbicides – Urea derivates,Insecticides – Botanical products and biologicals,Insecticides – Carbamates,Insecticides – Organo-phosphates,Insecticides – Other,Insecticides – Pyrethroids,Mineral Oils,Plant Growth Regulators,Rodenticides – Other,Herbicides – Bipiridils,Herbicides – Sulfonyl ureas,Rodenticides – Anti-coagulants,Category,Crop_season,Nutrient nitrogen N (total) - tonnes-1,Nutrient nitrogen N (total) - tonnes-2,Nutrient nitrogen N (total) - tonnes-3,Nutrient phosphate P2O5 (total) - tonnes-1,Nutrient phosphate P2O5 (total) - tonnes-2,Nutrient phosphate P2O5 (total) - tonnes-3,Nutrient potash K2O (total) - tonnes-1,Nutrient potash K2O (total) - tonnes-2,Nutrient potash K2O (total) - tonnes-3,Yield(tonnes/ha)-1,Yield(tonnes/ha)-2,Yield(tonnes/ha)-3,Fung & Bact – Benzimidazoles-1,Fung & Bact – Benzimidazoles-2,Fung & Bact – Benzimidazoles-3,"Fung & Bact – Diazines, morpholines-1","Fung & Bact – Diazines, morpholines-2","Fung & Bact – Diazines, morpholines-3",Fung & Bact – Dithiocarbamates-1,Fung & Bact – Dithiocarbamates-2,Fung & Bact – Dithiocarbamates-3,Fung & Bact – Inorganics-1,Fung & Bact – Inorganics-2,Fung & Bact – Inorganics-3,Fung & Bact – Other-1,Fung & Bact – Other-2,Fung & Bact – Other-3,"Fung & Bact – Triazoles, diazoles-1","Fung & Bact – Triazoles, diazoles-2","Fung & Bact – Triazoles, diazoles-3",Herbicides – Amides-1,Herbicides – Amides-2,Herbicides – Amides-3,Herbicides – Carbamates-1,Herbicides – Carbamates-2,Herbicides – Carbamates-3,Herbicides – Dinitroanilines-1,Herbicides – Dinitroanilines-2,Herbicides – Dinitroanilines-3,Herbicides – Other-1,Herbicides – Other-2,Herbicides – Other-3,Herbicides – Phenoxy hormone products-1,Herbicides – Phenoxy hormone products-2,Herbicides – Phenoxy hormone products-3,Herbicides – Triazines-1,Herbicides – Triazines-2,Herbicides – Triazines-3,Herbicides – Urea derivates-1,Herbicides – Urea derivates-2,Herbicides – Urea derivates-3,Insecticides – Botanical products and biologicals-1,Insecticides – Botanical products and biologicals-2,Insecticides – Botanical products and biologicals-3,Insecticides – Carbamates-1,Insecticides – Carbamates-2,Insecticides – Carbamates-3,Insecticides – Organo-phosphates-1,Insecticides – Organo-phosphates-2,Insecticides – Organo-phosphates-3,Insecticides – Other-1,Insecticides – Other-2,Insecticides – Other-3,Insecticides – Pyrethroids-1,Insecticides – Pyrethroids-2,Insecticides – Pyrethroids-3,Mineral Oils-1,Mineral Oils-2,Mineral Oils-3,Plant Growth Regulators-1,Plant Growth Regulators-2,Plant Growth Regulators-3,Rodenticides – Other-1,Rodenticides – Other-2,Rodenticides – Other-3,Herbicides – Bipiridils-1,Herbicides – Bipiridils-2,Herbicides – Bipiridils-3,Herbicides – Sulfonyl ureas-1,Herbicides – Sulfonyl ureas-2,Herbicides – Sulfonyl ureas-3,Rodenticides – Anti-coagulants-1,Rodenticides – Anti-coagulants-2,Rodenticides – Anti-coagulants-3
1990-01-01,0.0,0.0,0.0,Sour cherries,6.4197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,0.0,0.0,0.0,0.0,1.0,316.0,891.0,0.0,0.0,0.0,1910.0,0.0,0.0,0.0,5.0,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2477,6.5162,13.5581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,1072.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,316.0,316.0,316.0,891.0,891.0,891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910.0,1910.0,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
1990-01-01,0.0,0.0,0.0,Strawberries,8.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,0.0,0.0,0.0,0.0,1.0,316.0,891.0,0.0,0.0,0.0,1910.0,0.0,0.0,0.0,5.0,Fruits and Nuts,Spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4197,5.2477,6.5162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,1072.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,316.0,316.0,316.0,891.0,891.0,891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910.0,1910.0,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
1990-01-01,0.0,0.0,0.0,"Walnuts, in shell",2.3828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,0.0,0.0,0.0,0.0,1.0,316.0,891.0,0.0,0.0,0.0,1910.0,0.0,0.0,0.0,5.0,Fruits and Nuts,Autumn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.907,6.4197,5.2477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,1072.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,316.0,316.0,316.0,891.0,891.0,891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910.0,1910.0,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
1991-01-01,-67300.0,-90000.0,-224742.0,Apples,19.9184,-3.0,-40.0,-116.0,-841.0,-387.0,207.0,607.0,306.0,1500.0,1535.0,-806.0,-445.0,224.0,78.0,362.0,489.0,-55.0,-34.0,-70.0,2392.0,-4.0,0.0,0.0,6.0,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3828,8.907,6.4197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,1072.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,316.0,316.0,316.0,891.0,891.0,891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910.0,1910.0,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
1991-01-01,0.0,0.0,0.0,Apricots,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,78.0,362.0,489.0,0.0,0.0,0.0,2392.0,0.0,0.0,0.0,6.0,Fruits and Nuts,Spring,-67300.0,0.0,0.0,-90000.0,0.0,0.0,-224742.0,0.0,0.0,19.9184,2.3828,8.907,-3.0,0.0,0.0,-40.0,0.0,0.0,-116.0,0.0,0.0,-841.0,0.0,0.0,-387.0,0.0,0.0,207.0,0.0,0.0,607.0,0.0,0.0,306.0,0.0,0.0,1500.0,1072.0,1072.0,1535.0,0.0,0.0,-806.0,0.0,0.0,-445.0,0.0,0.0,224.0,0.0,0.0,78.0,1.0,1.0,362.0,316.0,316.0,489.0,891.0,891.0,-55.0,0.0,0.0,-34.0,0.0,0.0,-70.0,0.0,0.0,2392.0,1910.0,1910.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0
1991-01-01,0.0,0.0,0.0,Cherries,7.5715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,78.0,362.0,489.0,0.0,0.0,0.0,2392.0,0.0,0.0,0.0,6.0,Fruits and Nuts,Spring,0.0,-67300.0,0.0,0.0,-90000.0,0.0,0.0,-224742.0,0.0,9.0,19.9184,2.3828,0.0,-3.0,0.0,0.0,-40.0,0.0,0.0,-116.0,0.0,0.0,-841.0,0.0,0.0,-387.0,0.0,0.0,207.0,0.0,0.0,607.0,0.0,0.0,306.0,0.0,1500.0,1500.0,1072.0,0.0,1535.0,0.0,0.0,-806.0,0.0,0.0,-445.0,0.0,0.0,224.0,0.0,78.0,78.0,1.0,362.0,362.0,316.0,489.0,489.0,891.0,0.0,-55.0,0.0,0.0,-34.0,0.0,0.0,-70.0,0.0,2392.0,2392.0,1910.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0
1991-01-01,0.0,0.0,0.0,Currants,5.9406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,78.0,362.0,489.0,0.0,0.0,0.0,2392.0,0.0,0.0,0.0,6.0,Fruits and Nuts,Summer,0.0,0.0,-67300.0,0.0,0.0,-90000.0,0.0,0.0,-224742.0,7.5715,9.0,19.9184,0.0,0.0,-3.0,0.0,0.0,-40.0,0.0,0.0,-116.0,0.0,0.0,-841.0,0.0,0.0,-387.0,0.0,0.0,207.0,0.0,0.0,607.0,0.0,0.0,306.0,1500.0,1500.0,1500.0,0.0,0.0,1535.0,0.0,0.0,-806.0,0.0,0.0,-445.0,0.0,0.0,224.0,78.0,78.0,78.0,362.0,362.0,362.0,489.0,489.0,489.0,0.0,0.0,-55.0,0.0,0.0,-34.0,0.0,0.0,-70.0,2392.0,2392.0,2392.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0
1991-01-01,0.0,0.0,0.0,Gooseberries,5.7305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,78.0,362.0,489.0,0.0,0.0,0.0,2392.0,0.0,0.0,0.0,6.0,Fruits and Nuts,Spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9406,7.5715,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,78.0,362.0,362.0,362.0,489.0,489.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.0,2392.0,2392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0
1991-01-01,0.0,0.0,0.0,Grapes,14.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,78.0,362.0,489.0,0.0,0.0,0.0,2392.0,0.0,0.0,0.0,6.0,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7305,5.9406,7.5715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,78.0,362.0,362.0,362.0,489.0,489.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.0,2392.0,2392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0
1991-01-01,0.0,0.0,0.0,Other stone fruits,16.3462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,78.0,362.0,489.0,0.0,0.0,0.0,2392.0,0.0,0.0,0.0,6.0,Fruits and Nuts,Year-Round,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285,5.7305,5.9406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,78.0,362.0,362.0,362.0,489.0,489.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.0,2392.0,2392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0
1991-01-01,0.0,0.0,0.0,Peaches and nectarines,4.7424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,78.0,362.0,489.0,0.0,0.0,0.0,2392.0,0.0,0.0,0.0,6.0,Fruits and Nuts,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3462,14.285,5.7305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,78.0,362.0,362.0,362.0,489.0,489.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.0,2392.0,2392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0
