,Year,Item,harvest_area (ha),tonnes,Yield(hg/ha),Natural gas supply to industrial consumers - (Cents/kWh),Energy Price( cents per kilowatt hour),agricultural_land(1000 ha),forest_land(1000 ha)
90,2010,"Other beans, green",3925,41398.0,105473,80,12.07,12045,11409.0
91,2010,"Other beans, green",3925,41398.0,105473,80,12.07,12045,5704.5
92,2010,Other berries and fruits of the genus vaccinium n.e.c.,89,219.0,24607,80,12.07,16700,11409.0
93,2010,Other berries and fruits of the genus vaccinium n.e.c.,89,219.0,24607,80,12.07,16700,5704.5
94,2010,Other berries and fruits of the genus vaccinium n.e.c.,89,219.0,24607,80,12.07,12045,11409.0
95,2010,Other berries and fruits of the genus vaccinium n.e.c.,89,219.0,24607,80,12.07,12045,5704.5
96,2010,Other stone fruits,556,3964.0,71295,80,12.07,16700,11409.0
97,2010,Other stone fruits,556,3964.0,71295,80,12.07,16700,5704.5
98,2010,Other stone fruits,556,3964.0,71295,80,12.07,12045,11409.0
99,2010,Other stone fruits,556,3964.0,71295,80,12.07,12045,5704.5
100,2010,"Other vegetables, fresh n.e.c.",11807,351888.0,298033,80,12.07,16700,11409.0
101,2010,"Other vegetables, fresh n.e.c.",11807,351888.0,298033,80,12.07,16700,5704.5
102,2010,"Other vegetables, fresh n.e.c.",11807,351888.0,298033,80,12.07,12045,11409.0
103,2010,"Other vegetables, fresh n.e.c.",11807,351888.0,298033,80,12.07,12045,5704.5
104,2010,Pears,2088,38895.0,186279,80,12.07,16700,11409.0
105,2010,Pears,2088,38895.0,186279,80,12.07,16700,5704.5
106,2010,Pears,2088,38895.0,186279,80,12.07,12045,11409.0
107,2010,Pears,2088,38895.0,186279,80,12.07,12045,5704.5
108,2010,"Peas, dry",57228,171966.0,30049,80,12.07,16700,11409.0
109,2010,"Peas, dry",57228,171966.0,30049,80,12.07,16700,5704.5
110,2010,"Peas, dry",57228,171966.0,30049,80,12.07,12045,11409.0
111,2010,"Peas, dry",57228,171966.0,30049,80,12.07,12045,5704.5
112,2010,"Peas, green",4444,24944.0,56130,80,12.07,16700,11409.0
113,2010,"Peas, green",4444,24944.0,56130,80,12.07,16700,5704.5
114,2010,"Peas, green",4444,24944.0,56130,80,12.07,12045,11409.0
115,2010,"Peas, green",4444,24944.0,56130,80,12.07,12045,5704.5
116,2010,Plums and sloes,4549,49260.0,108288,80,12.07,16700,11409.0
117,2010,Plums and sloes,4549,49260.0,108288,80,12.07,16700,5704.5
118,2010,Plums and sloes,4549,49260.0,108288,80,12.07,12045,11409.0
119,2010,Plums and sloes,4549,49260.0,108288,80,12.07,12045,5704.5
120,2010,Potatoes,254367,10143090.0,398758,80,12.07,16700,11409.0
121,2010,Potatoes,254367,10143090.0,398758,80,12.07,16700,5704.5
122,2010,Potatoes,254367,10143090.0,398758,80,12.07,12045,11409.0
123,2010,Potatoes,254367,10143090.0,398758,80,12.07,12045,5704.5
124,2010,"Pumpkins, squash and gourds",2797,78161.0,279446,80,12.07,16700,11409.0
125,2010,"Pumpkins, squash and gourds",2797,78161.0,279446,80,12.07,16700,5704.5
126,2010,"Pumpkins, squash and gourds",2797,78161.0,279446,80,12.07,12045,11409.0
127,2010,"Pumpkins, squash and gourds",2797,78161.0,279446,80,12.07,12045,5704.5
128,2010,Rape or colza seed,1461197,5697595.0,38993,80,12.07,16700,11409.0
129,2010,Rape or colza seed,1461197,5697595.0,38993,80,12.07,16700,5704.5
130,2010,Rape or colza seed,1461197,5697595.0,38993,80,12.07,12045,11409.0
131,2010,Rape or colza seed,1461197,5697595.0,38993,80,12.07,12045,5704.5
132,2010,Raspberries,1127,5212.0,46247,80,12.07,16700,11409.0
133,2010,Raspberries,1127,5212.0,46247,80,12.07,16700,5704.5
134,2010,Raspberries,1127,5212.0,46247,80,12.07,12045,11409.0
135,2010,Raspberries,1127,5212.0,46247,80,12.07,12045,5704.5
136,2010,Rye,627112,2900438.0,46251,80,12.07,16700,11409.0
137,2010,Rye,627112,2900438.0,46251,80,12.07,16700,5704.5
138,2010,Rye,627112,2900438.0,46251,80,12.07,12045,11409.0
139,2010,Rye,627112,2900438.0,46251,80,12.07,12045,5704.5
140,2010,Sour cherries,2908,18265.0,62809,80,12.07,16700,11409.0
141,2010,Sour cherries,2908,18265.0,62809,80,12.07,16700,5704.5
142,2010,Sour cherries,2908,18265.0,62809,80,12.07,12045,11409.0
143,2010,Sour cherries,2908,18265.0,62809,80,12.07,12045,5704.5
144,2010,Spinach,3145,49470.0,157297,80,12.07,16700,11409.0
145,2010,Spinach,3145,49470.0,157297,80,12.07,16700,5704.5
146,2010,Spinach,3145,49470.0,157297,80,12.07,12045,11409.0
147,2010,Spinach,3145,49470.0,157297,80,12.07,12045,5704.5
148,2010,Strawberries,13644,156911.0,115004,80,12.07,16700,11409.0
149,2010,Strawberries,13644,156911.0,115004,80,12.07,16700,5704.5
150,2010,Strawberries,13644,156911.0,115004,80,12.07,12045,11409.0
151,2010,Strawberries,13644,156911.0,115004,80,12.07,12045,5704.5
152,2010,Sugar beet,364120,23431929.0,643522,80,12.07,16700,11409.0
153,2010,Sugar beet,364120,23431929.0,643522,80,12.07,16700,5704.5
154,2010,Sugar beet,364120,23431929.0,643522,80,12.07,12045,11409.0
155,2010,Sugar beet,364120,23431929.0,643522,80,12.07,12045,5704.5
156,2010,Sunflower seed,24973,47240.0,18916,80,12.07,16700,11409.0
157,2010,Sunflower seed,24973,47240.0,18916,80,12.07,16700,5704.5
158,2010,Sunflower seed,24973,47240.0,18916,80,12.07,12045,11409.0
159,2010,Sunflower seed,24973,47240.0,18916,80,12.07,12045,5704.5
160,2010,Tomatoes,322,73285.0,2275932,80,12.07,16700,11409.0
161,2010,Tomatoes,322,73285.0,2275932,80,12.07,16700,5704.5
162,2010,Tomatoes,322,73285.0,2275932,80,12.07,12045,11409.0
163,2010,Tomatoes,322,73285.0,2275932,80,12.07,12045,5704.5
164,2010,Triticale,397517,2156963.0,54261,80,12.07,16700,11409.0
165,2010,Triticale,397517,2156963.0,54261,80,12.07,16700,5704.5
166,2010,Triticale,397517,2156963.0,54261,80,12.07,12045,11409.0
167,2010,Triticale,397517,2156963.0,54261,80,12.07,12045,5704.5
168,2010,Unmanufactured tobacco,2356,6120.0,25976,80,12.07,16700,11409.0
169,2010,Unmanufactured tobacco,2356,6120.0,25976,80,12.07,16700,5704.5
170,2010,Unmanufactured tobacco,2356,6120.0,25976,80,12.07,12045,11409.0
171,2010,Unmanufactured tobacco,2356,6120.0,25976,80,12.07,12045,5704.5
172,2010,Wheat,3297699,23782955.0,72120,80,12.07,16700,11409.0
173,2010,Wheat,3297699,23782955.0,72120,80,12.07,16700,5704.5
174,2010,Wheat,3297699,23782955.0,72120,80,12.07,12045,11409.0
175,2010,Wheat,3297699,23782955.0,72120,80,12.07,12045,5704.5
176,2015,Apples,31408,973462.0,309941,15,15.23,18424,11419.0
177,2015,Apples,31408,973462.0,309941,15,15.23,18424,5709.5
178,2015,Apples,31408,973462.0,309941,15,15.23,16731,11419.0
179,2015,Apples,31408,973462.0,309941,15,15.23,16731,5709.5
180,2015,Apples,31408,973462.0,309941,15,15.23,12051,11419.0
181,2015,Apples,31408,973462.0,309941,15,15.23,12051,5709.5
182,2015,Asparagus,20594,113613.3,55168,15,15.23,18424,11419.0
183,2015,Asparagus,20594,113613.3,55168,15,15.23,18424,5709.5
184,2015,Asparagus,20594,113613.3,55168,15,15.23,16731,11419.0
185,2015,Asparagus,20594,113613.3,55168,15,15.23,16731,5709.5
186,2015,Asparagus,20594,113613.3,55168,15,15.23,12051,11419.0
187,2015,Asparagus,20594,113613.3,55168,15,15.23,12051,5709.5
188,2015,Barley,1621800,11629900.0,71710,15,15.23,18424,11419.0
189,2015,Barley,1621800,11629900.0,71710,15,15.23,18424,5709.5
190,2015,Barley,1621800,11629900.0,71710,15,15.23,16731,11419.0
191,2015,Barley,1621800,11629900.0,71710,15,15.23,16731,5709.5
192,2015,Barley,1621800,11629900.0,71710,15,15.23,12051,11419.0
193,2015,Barley,1621800,11629900.0,71710,15,15.23,12051,5709.5
194,2015,Blueberries,2479,11945.0,48185,15,15.23,18424,11419.0
195,2015,Blueberries,2479,11945.0,48185,15,15.23,18424,5709.5
196,2015,Blueberries,2479,11945.0,48185,15,15.23,16731,11419.0
197,2015,Blueberries,2479,11945.0,48185,15,15.23,16731,5709.5
198,2015,Blueberries,2479,11945.0,48185,15,15.23,12051,11419.0
199,2015,Blueberries,2479,11945.0,48185,15,15.23,12051,5709.5
200,2015,"Broad beans and horse beans, dry",37600,133200.0,35426,15,15.23,18424,11419.0
201,2015,"Broad beans and horse beans, dry",37600,133200.0,35426,15,15.23,18424,5709.5
202,2015,"Broad beans and horse beans, dry",37600,133200.0,35426,15,15.23,16731,11419.0
203,2015,"Broad beans and horse beans, dry",37600,133200.0,35426,15,15.23,16731,5709.5
204,2015,"Broad beans and horse beans, dry",37600,133200.0,35426,15,15.23,12051,11419.0
205,2015,"Broad beans and horse beans, dry",37600,133200.0,35426,15,15.23,12051,5709.5
206,2015,"Broad beans and horse beans, green",452,2710.5,59927,15,15.23,18424,11419.0
207,2015,"Broad beans and horse beans, green",452,2710.5,59927,15,15.23,18424,5709.5
208,2015,"Broad beans and horse beans, green",452,2710.5,59927,15,15.23,16731,11419.0
209,2015,"Broad beans and horse beans, green",452,2710.5,59927,15,15.23,16731,5709.5
210,2015,"Broad beans and horse beans, green",452,2710.5,59927,15,15.23,12051,11419.0
211,2015,"Broad beans and horse beans, green",452,2710.5,59927,15,15.23,12051,5709.5
212,2015,Cabbages,12962,688917.6,531478,15,15.23,18424,11419.0
213,2015,Cabbages,12962,688917.6,531478,15,15.23,18424,5709.5
214,2015,Cabbages,12962,688917.6,531478,15,15.23,16731,11419.0
215,2015,Cabbages,12962,688917.6,531478,15,15.23,16731,5709.5
216,2015,Cabbages,12962,688917.6,531478,15,15.23,12051,11419.0
217,2015,Cabbages,12962,688917.6,531478,15,15.23,12051,5709.5
218,2015,Carrots and turnips,9649,526855.8,546032,15,15.23,18424,11419.0
219,2015,Carrots and turnips,9649,526855.8,546032,15,15.23,18424,5709.5
220,2015,Carrots and turnips,9649,526855.8,546032,15,15.23,16731,11419.0
221,2015,Carrots and turnips,9649,526855.8,546032,15,15.23,16731,5709.5
222,2015,Carrots and turnips,9649,526855.8,546032,15,15.23,12051,11419.0
223,2015,Carrots and turnips,9649,526855.8,546032,15,15.23,12051,5709.5
224,2015,Cauliflowers and broccoli,5733,134845.4,235205,15,15.23,18424,11419.0
225,2015,Cauliflowers and broccoli,5733,134845.4,235205,15,15.23,18424,5709.5
226,2015,Cauliflowers and broccoli,5733,134845.4,235205,15,15.23,16731,11419.0
227,2015,Cauliflowers and broccoli,5733,134845.4,235205,15,15.23,16731,5709.5
228,2015,Cauliflowers and broccoli,5733,134845.4,235205,15,15.23,12051,11419.0
229,2015,Cauliflowers and broccoli,5733,134845.4,235205,15,15.23,12051,5709.5
230,2015,Cherries,5182,31446.0,60683,15,15.23,18424,11419.0
231,2015,Cherries,5182,31446.0,60683,15,15.23,18424,5709.5
232,2015,Cherries,5182,31446.0,60683,15,15.23,16731,11419.0
233,2015,Cherries,5182,31446.0,60683,15,15.23,16731,5709.5
234,2015,Cherries,5182,31446.0,60683,15,15.23,12051,11419.0
235,2015,Cherries,5182,31446.0,60683,15,15.23,12051,5709.5
236,2015,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",74,7501.07,1010653,15,15.23,18424,11419.0
237,2015,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",74,7501.07,1010653,15,15.23,18424,5709.5
238,2015,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",74,7501.07,1010653,15,15.23,16731,11419.0
239,2015,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",74,7501.07,1010653,15,15.23,16731,5709.5
240,2015,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",74,7501.07,1010653,15,15.23,12051,11419.0
241,2015,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",74,7501.07,1010653,15,15.23,12051,5709.5
242,2015,Cucumbers and gherkins,2731,238453.17,873145,15,15.23,18424,11419.0
243,2015,Cucumbers and gherkins,2731,238453.17,873145,15,15.23,18424,5709.5
244,2015,Cucumbers and gherkins,2731,238453.17,873145,15,15.23,16731,11419.0
245,2015,Cucumbers and gherkins,2731,238453.17,873145,15,15.23,16731,5709.5
246,2015,Cucumbers and gherkins,2731,238453.17,873145,15,15.23,12051,11419.0
247,2015,Cucumbers and gherkins,2731,238453.17,873145,15,15.23,12051,5709.5
248,2015,Currants,2401,13870.0,57768,15,15.23,18424,11419.0
249,2015,Currants,2401,13870.0,57768,15,15.23,18424,5709.5
250,2015,Currants,2401,13870.0,57768,15,15.23,16731,11419.0
251,2015,Currants,2401,13870.0,57768,15,15.23,16731,5709.5
252,2015,Currants,2401,13870.0,57768,15,15.23,12051,11419.0
253,2015,Currants,2401,13870.0,57768,15,15.23,12051,5709.5
254,2015,Grapes,99910,1199030.0,120011,15,15.23,18424,11419.0
255,2015,Grapes,99910,1199030.0,120011,15,15.23,18424,5709.5
256,2015,Grapes,99910,1199030.0,120011,15,15.23,16731,11419.0
257,2015,Grapes,99910,1199030.0,120011,15,15.23,16731,5709.5
258,2015,Grapes,99910,1199030.0,120011,15,15.23,12051,11419.0
259,2015,Grapes,99910,1199030.0,120011,15,15.23,12051,5709.5
260,2015,Hop cones,18400,28350.0,15408,15,15.23,18424,11419.0
261,2015,Hop cones,18400,28350.0,15408,15,15.23,18424,5709.5
262,2015,Hop cones,18400,28350.0,15408,15,15.23,16731,11419.0
263,2015,Hop cones,18400,28350.0,15408,15,15.23,16731,5709.5
264,2015,Hop cones,18400,28350.0,15408,15,15.23,12051,11419.0
265,2015,Hop cones,18400,28350.0,15408,15,15.23,12051,5709.5
266,2015,Leeks and other alliaceous vegetables,2178,89493.7,410880,15,15.23,18424,11419.0
267,2015,Leeks and other alliaceous vegetables,2178,89493.7,410880,15,15.23,18424,5709.5
268,2015,Leeks and other alliaceous vegetables,2178,89493.7,410880,15,15.23,16731,11419.0
269,2015,Leeks and other alliaceous vegetables,2178,89493.7,410880,15,15.23,16731,5709.5
270,2015,Leeks and other alliaceous vegetables,2178,89493.7,410880,15,15.23,12051,11419.0
271,2015,Leeks and other alliaceous vegetables,2178,89493.7,410880,15,15.23,12051,5709.5
272,2015,Lettuce and chicory,14150,343082.51,242455,15,15.23,18424,11419.0
273,2015,Lettuce and chicory,14150,343082.51,242455,15,15.23,18424,5709.5
274,2015,Lettuce and chicory,14150,343082.51,242455,15,15.23,16731,11419.0
275,2015,Lettuce and chicory,14150,343082.51,242455,15,15.23,16731,5709.5
276,2015,Lettuce and chicory,14150,343082.51,242455,15,15.23,12051,11419.0
277,2015,Lettuce and chicory,14150,343082.51,242455,15,15.23,12051,5709.5
278,2015,Lupins,29600,38300.0,12939,15,15.23,18424,11419.0
279,2015,Lupins,29600,38300.0,12939,15,15.23,18424,5709.5
280,2015,Lupins,29600,38300.0,12939,15,15.23,16731,11419.0
281,2015,Lupins,29600,38300.0,12939,15,15.23,16731,5709.5
282,2015,Lupins,29600,38300.0,12939,15,15.23,12051,11419.0
283,2015,Lupins,29600,38300.0,12939,15,15.23,12051,5709.5
284,2015,Maize (corn),455500,3973000.0,87223,15,15.23,18424,11419.0
285,2015,Maize (corn),455500,3973000.0,87223,15,15.23,18424,5709.5
286,2015,Maize (corn),455500,3973000.0,87223,15,15.23,16731,11419.0
287,2015,Maize (corn),455500,3973000.0,87223,15,15.23,16731,5709.5
288,2015,Maize (corn),455500,3973000.0,87223,15,15.23,12051,11419.0
289,2015,Maize (corn),455500,3973000.0,87223,15,15.23,12051,5709.5
290,2015,Mixed grain,14200,62000.0,43662,15,15.23,18424,11419.0
291,2015,Mixed grain,14200,62000.0,43662,15,15.23,18424,5709.5
292,2015,Mixed grain,14200,62000.0,43662,15,15.23,16731,11419.0
293,2015,Mixed grain,14200,62000.0,43662,15,15.23,16731,5709.5
294,2015,Mixed grain,14200,62000.0,43662,15,15.23,12051,11419.0
295,2015,Mixed grain,14200,62000.0,43662,15,15.23,12051,5709.5
296,2015,Oats,125700,566300.0,45052,15,15.23,18424,11419.0
297,2015,Oats,125700,566300.0,45052,15,15.23,18424,5709.5
298,2015,Oats,125700,566300.0,45052,15,15.23,16731,11419.0
299,2015,Oats,125700,566300.0,45052,15,15.23,16731,5709.5
300,2015,Oats,125700,566300.0,45052,15,15.23,12051,11419.0
301,2015,Oats,125700,566300.0,45052,15,15.23,12051,5709.5
302,2015,"Onions and shallots, dry (excluding dehydrated)",10324,455348.3,441045,15,15.23,18424,11419.0
303,2015,"Onions and shallots, dry (excluding dehydrated)",10324,455348.3,441045,15,15.23,18424,5709.5
304,2015,"Onions and shallots, dry (excluding dehydrated)",10324,455348.3,441045,15,15.23,16731,11419.0
305,2015,"Onions and shallots, dry (excluding dehydrated)",10324,455348.3,441045,15,15.23,16731,5709.5
306,2015,"Onions and shallots, dry (excluding dehydrated)",10324,455348.3,441045,15,15.23,12051,11419.0
307,2015,"Onions and shallots, dry (excluding dehydrated)",10324,455348.3,441045,15,15.23,12051,5709.5
308,2015,"Onions and shallots, green",2297,97912.8,426282,15,15.23,18424,11419.0
309,2015,"Onions and shallots, green",2297,97912.8,426282,15,15.23,18424,5709.5
310,2015,"Onions and shallots, green",2297,97912.8,426282,15,15.23,16731,11419.0
311,2015,"Onions and shallots, green",2297,97912.8,426282,15,15.23,16731,5709.5
312,2015,"Onions and shallots, green",2297,97912.8,426282,15,15.23,12051,11419.0
313,2015,"Onions and shallots, green",2297,97912.8,426282,15,15.23,12051,5709.5
314,2015,"Other beans, green",4146,47441.8,114439,15,15.23,18424,11419.0
315,2015,"Other beans, green",4146,47441.8,114439,15,15.23,18424,5709.5
316,2015,"Other beans, green",4146,47441.8,114439,15,15.23,16731,11419.0
317,2015,"Other beans, green",4146,47441.8,114439,15,15.23,16731,5709.5
318,2015,"Other beans, green",4146,47441.8,114439,15,15.23,12051,11419.0
319,2015,"Other beans, green",4146,47441.8,114439,15,15.23,12051,5709.5
320,2015,Other berries and fruits of the genus vaccinium n.e.c.,1748,6009.0,34376,15,15.23,18424,11419.0
321,2015,Other berries and fruits of the genus vaccinium n.e.c.,1748,6009.0,34376,15,15.23,18424,5709.5
322,2015,Other berries and fruits of the genus vaccinium n.e.c.,1748,6009.0,34376,15,15.23,16731,11419.0
323,2015,Other berries and fruits of the genus vaccinium n.e.c.,1748,6009.0,34376,15,15.23,16731,5709.5
324,2015,Other berries and fruits of the genus vaccinium n.e.c.,1748,6009.0,34376,15,15.23,12051,11419.0
325,2015,Other berries and fruits of the genus vaccinium n.e.c.,1748,6009.0,34376,15,15.23,12051,5709.5
326,2015,Other stone fruits,491,4510.0,91853,15,15.23,18424,11419.0
327,2015,Other stone fruits,491,4510.0,91853,15,15.23,18424,5709.5
328,2015,Other stone fruits,491,4510.0,91853,15,15.23,16731,11419.0
329,2015,Other stone fruits,491,4510.0,91853,15,15.23,16731,5709.5
330,2015,Other stone fruits,491,4510.0,91853,15,15.23,12051,11419.0
331,2015,Other stone fruits,491,4510.0,91853,15,15.23,12051,5709.5
332,2015,"Other vegetables, fresh n.e.c.",12228,365286.35,298734,15,15.23,18424,11419.0
333,2015,"Other vegetables, fresh n.e.c.",12228,365286.35,298734,15,15.23,18424,5709.5
334,2015,"Other vegetables, fresh n.e.c.",12228,365286.35,298734,15,15.23,16731,11419.0
335,2015,"Other vegetables, fresh n.e.c.",12228,365286.35,298734,15,15.23,16731,5709.5
336,2015,"Other vegetables, fresh n.e.c.",12228,365286.35,298734,15,15.23,12051,11419.0
337,2015,"Other vegetables, fresh n.e.c.",12228,365286.35,298734,15,15.23,12051,5709.5
338,2015,Pears,1920,43071.0,224328,15,15.23,18424,11419.0
339,2015,Pears,1920,43071.0,224328,15,15.23,18424,5709.5
340,2015,Pears,1920,43071.0,224328,15,15.23,16731,11419.0
341,2015,Pears,1920,43071.0,224328,15,15.23,16731,5709.5
342,2015,Pears,1920,43071.0,224328,15,15.23,12051,11419.0
343,2015,Pears,1920,43071.0,224328,15,15.23,12051,5709.5
344,2015,"Peas, dry",79100,276800.0,34994,15,15.23,18424,11419.0
345,2015,"Peas, dry",79100,276800.0,34994,15,15.23,18424,5709.5
346,2015,"Peas, dry",79100,276800.0,34994,15,15.23,16731,11419.0
